objectid,filename,title,creator,editor,date,subject,description,source,identifier,format,language,rights,rightsstatement
coll2884,welty.jpeg,Heath's New French and English Dictionary, ,"Ernest A. Baker, M.A., D.Lrr. ",1932,Dictionary,"Inscribed on front free endpaper in pencil, printed is “Eudora Welty”. Note: Found between pages 230 and 231 was a twenty-dollar bill in Confederate States of America currency with the date February 17, 1864 printed on it. ",Mississippi Department of Archives and History,W2005.1.2882,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2885,welty.jpeg,, , ,,Address Book, Note: ,Mississippi Department of Archives and History,W2005.1.2883,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2886,welty.jpeg,The Columbia History of the World, ,John A. ; Peter Garraty; Gay,1972,Non-fiction," Note: Confederate currency found inside, dated 1864.",Mississippi Department of Archives and History,W2005.1.2884,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2887,welty.jpeg,The New Oxford Book of English Verse 1250-1950, ,Helen Gardner,1972,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.2885,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2888,welty.jpeg,The Oxford Dictionary of Quotations, ,The Oxford University Press ,1966,Dictionary, Note: ,Mississippi Department of Archives and History,W2005.1.2886,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2889,welty.jpeg,The Oxford Book of Literary Anecdotes, ,James Sutherland,[1977] c1975,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2887,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2890,welty.jpeg,Aubrey's Brief Lives with The Life and Times of John Aubrey,John Aubrey,Oliver Lawson Dick,1957,Non-fiction,"Inscribed on front free endpaper in blue ink: “Eudora Welty / With love from MLA / Santa Fe 1977”. Note: Adhered to bottom viewer’s right of front paste-in endpaper is a label with an illustration of a man in Elizabethan clothes followed by “Villagra Book Shop / Santa Fe, N. M.”",Mississippi Department of Archives and History,W2005.1.2888,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2891,welty.jpeg,Æsop's Fables in Words of One Syllable,Mary Godolphin, ,1897,,"Handwritten in script at top is “To dear Eudora on her birthday” and at bottom proper right corner is handwritten “April 13, 1990”. Note: An engraving (W2005.1.2873b) originally given to Eudora Welty with this book was found on the shelf above this book.",Mississippi Department of Archives and History,W2005.1.2889,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2892,welty.jpeg,The Oxford Companion to Classical Literature, ,Sir Paul Harvey Harvey,1946,Non-fiction,Inscribed in pencil script on front free endpaper is “Eudora Welty”. Note: ,Mississippi Department of Archives and History,W2005.1.2890,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2893,welty.jpeg,The Oxford Dictionary of English Etymology, ,C.T. Onions,1966,Dictionary,"Inscribed on front free endpaper, “Eudora Welty” in black ink. Note: ",Mississippi Department of Archives and History,W2005.1.2891,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2894,welty.jpeg,The Oxford Companion to English Literature, ,Sir Paul Harvey Harvey,1967,Non-fiction," Note: Torn piece of stationary used as a bookmark was found inserted between pages 140 & 141.  At top of stationary was ""Queens College / Flushing / New York / 11367"" in black all caps and below this is typed ""January 6, 1987"". ",Mississippi Department of Archives and History,W2005.1.2892,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2895,welty.jpeg,Atlantic Brief Lives: A Biographical Companion to the Arts, ,Louis Kronenberger,1971,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2893,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2896,welty.jpeg,The Golden Bough: A Study in Magic and Religion,"Sir James George Frazer, F.R.S., F.B.A. Frazer", ,1940,Non-fiction,Inscribed on rear free endpaper at top in pencil “326” and an “x” is in the viewer’s left margin on the corresponding page next to a paragraph about the death of Tammuz. Note: ,Mississippi Department of Archives and History,W2005.1.2894,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2897,welty.jpeg,The Oxford Companion to American Literature, ,James D. Hart,1948,Non-fiction,"Inscribed on front free endpaper in black ink script is “For Eudora, with love / from Frank / Christmas –1948–“. Note: ",Mississippi Department of Archives and History,W2005.1.2895,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2898,welty.jpeg,Usage and Abusage,Eric Partridge, ,1965,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2896,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2899,welty.jpeg,A Dictionary of Modern English Usage,H.W. Fowler, ,1954,Dictionary, Note: ,Mississippi Department of Archives and History,W2005.1.2897,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2900,welty.jpeg,Memento Mori,Muriel Spark, ,1971,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2898,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2901,welty.jpeg,Mother and Son,Ivy Compton-Burnett, ,1969,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2899,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2902,welty.jpeg,"The Paris Review 24,  no. 86 (Winter 1982)", ,The Paris Review Inc. ,1958,Periodical, Note: ,Mississippi Department of Archives and History,W2005.1.2900,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2903,welty.jpeg,August Snow,Reynolds Price, ,1985,Drama,"Inscribed on title page ""For Eudora / with thirty years of / happy memory and with / the best love to warm / this first spring-bud/ from / Reynolds Price / 3 March 85"" Note: ",Mississippi Department of Archives and History,W2005.1.2901,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2904,welty.jpeg,A Caribbean Mystery,Agatha Christie, ,1966,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2902,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2905,welty.jpeg,The Drowning Pool,Ross Macdonald, ,1970,Fiction," Note: Water stained.  Folds-- moderate, on pages 33-40, 73-82, 202. Top corners are torn beginning at page 182. ",Mississippi Department of Archives and History,W2005.1.2903,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2906,welty.jpeg,Emily Dickinson is Dead,Jane Langton, ,1984,Fiction, Note: Cover looks like a Xerox in quality and page numbers are hand written throughout. Back cover has a stain.,Mississippi Department of Archives and History,W2005.1.2904,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2907,welty.jpeg,High Stakes,Dick Francis, ,1975,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2905,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2908,welty.jpeg,Guy Deverll,J. Sheridan Le Fanu, ,1984,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2906,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2909,welty.jpeg,A Shilling for Candles,Josephine Tey, ,1954,Fiction," pseud. [Elizabeth Mackintosh]"" is hand written in pencil on publication page after author. Handwritten at top of page is what looks like and upside down V and ""415"" but the last number is cut off at top and might not be a ""5"". Above publisher on same page is stamp in blue with ""Livingston Park Branch Library Jackson, Miss."" Stamped at bottom of title page is ""77894"". Note: Pages 19 and 20 are folded and torn. Pages 69 and 70 are also torn but have been fixed with tape.",Mississippi Department of Archives and History,W2005.1.2907,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2910,welty.jpeg,Proof,Dick Francis, ,1988,Fiction,Inscribed at top of title page in blue ink script is “Eudora Welty”. Note: A white hair is sticking out from the front half of the book at top.,Mississippi Department of Archives and History,W2005.1.2908,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2911,welty.jpeg,Killer Dolphin,Ngaio Marsh, ,1983,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2909,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2912,welty.jpeg,Murder in the CIA,Margaret Truman, ,"1988, c1987",Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2910,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2913,welty.jpeg,Down Among the Dead Men,Pratricia Moyes, ,1961,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2911,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2914,welty.jpeg,"The Lion, The Witch and the Wardrobe Book 1 in the Chronicles of Narnia",C.S. Lewis, ,,Fantasy Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2912,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2915,welty.jpeg,Murder in the Blue Boom,Elliott Roosevelt, ,"1992, c1990",Historical Fiction,"Inscribed on last page, which is unpaginated, is “’Night Must Fall’ Hitchcock / Movie” in black ink at top. It appears to be written in Eudora Welty’s hand. Note: ",Mississippi Department of Archives and History,W2005.1.2913,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2916,welty.jpeg,The Wrong Way Down,Eilzabeth Daly, ,"1963, c1946",Fiction, Note: Front has detached from spine and bottom half of spine is missing.,Mississippi Department of Archives and History,W2005.1.2914,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2917,welty.jpeg,The Judas Pair,Jonathan Gash, ,1981,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2915,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2918,welty.jpeg,Spinsters in Jeopardy,Ngaio Marsh, ,"1986, c1953",Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2916,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2919,welty.jpeg,Maigret and the Wine Merchant,Georges Simenon,Eileen Ellenbogen (translator) Ellenbogen,"1980, c1971",Fiction, Note: Translation of Maigret et le marchand de vin.,Mississippi Department of Archives and History,W2005.1.2917,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2920,welty.jpeg,The Columbia-Viking Desk Encyclopedia, Compiled by Columbia University,William Bridgwater,1953,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2918,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2921,welty.jpeg,Vanity Fair: A Cavalcade of the 1920s and 1930s, ,Cleveland; Frederic Amory; Bradlee,1960,Anthology," Note: Bookmarks:
Two blank “sticky note” or adhesive notes hang off the proper left side of the fore edge on two pages. Bookmark 1 is on p. 199 center proper left side. Page 199 features two couples with biographies and photographs by Edward Steichen. The couples are actors Edna Best with Herbert Marshall and actor Norma Shearer and Hollywood producer Irving Thalberg. Bookmark 2 is on page 217 where the story “The Pearly Beach” by Lord Dunsany appears with a photograph of Lord and Lady Dunsany.",Mississippi Department of Archives and History,W2005.1.2919,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2922,welty.jpeg,"Aperture, no. 81", ,"Aperture, Inc. ",1978,Photography," Note:  Pages 48 – 59 feature an essay “Eudora Welty: Guy Davenport celebrates a writer & photographer” with 14 black and white photographs by Eudora Welty. 
Bookmarks:
Bookmark 1 is a yellow sticky note on which is written in black ink, probably in Eudora Welty’s hand, “1st Choice”. This book mark is on the bottom of page 52 under a photograph by Welty depicting a group of girls in dresses surrounding a woman dressed in white. The title of the photo might be “Sunday School Classroom”. 
Bookmark 2 is also a yellow sticky note on which is written “ALTERNATE” in black ink probably in Welty’s hand and it is below a Welty photo of a woman dressed in white with a white polka-dot blouse. The woman is standing outside under a covered walkway or sidewalk and beside a rounded suitcase. Her hand is on her hip and she looks as if she’s waiting for someone.",Mississippi Department of Archives and History,W2005.1.2920,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2923,welty.jpeg,Death is no Sportsman,Cyril Hare, ,1981,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2921,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2924,welty.jpeg,The Weight of the Evidence,Michael Innes, ,"1983, c1943",Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2922,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2925,welty.jpeg,The Book of the Crime,Elizabeth Daly, ,1964,Fiction,Inscribed on p. 1 at top in ink is “Eudora” which is underlined. Note: ,Mississippi Department of Archives and History,W2005.1.2923,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2926,welty.jpeg,Maigret Stonewalled,Georges Simenon,Margaret Marshall (translator) Marshall,1963,Fiction, Note: Translation of Monsieur Gallet décédé.,Mississippi Department of Archives and History,W2005.1.2924,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2927,welty.jpeg,End of Chapter,Nicholas Blake, ,1977,Fiction,Inscribed at top of back cover in faint blue ink is “264”. Note: ,Mississippi Department of Archives and History,W2005.1.2925,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2928,welty.jpeg,Any Shape or Form,Elizabeth Daly, ,1981,Fiction,"Inscribed on front top proper left ""Eudora"".
Inscribed inside back cover ""5:30 or 6 p.m. / Sat. jan 16"". Note: Back cover is detached. A facial tissue was found between pages 44 & 45 and was discarded.",Mississippi Department of Archives and History,W2005.1.2926,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2929,welty.jpeg,Maigret's Special Murder,Georges Simenon,Jean Stewart (translator) Stewart,1966,Fiction,Inscribed inside front cover is “12:10 Delta” in ink in what appears to be Welty’s hand. Note: ,Mississippi Department of Archives and History,W2005.1.2927,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2930,welty.jpeg,The Doorbell Rang,Rex Stout, ,"1971, c1965",Fiction, Note: Front cover is detached & back cover is missing also spine is torn on long sides.,Mississippi Department of Archives and History,W2005.1.2928,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2931,welty.jpeg,Head of a Traveler,Nicholas Blake, ,1950,Fiction, Note: Price sticker for Twenty-five cents remains on front cover.,Mississippi Department of Archives and History,W2005.1.2929,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2932,welty.jpeg,Death of a Mystery Writer,Robert Barnard, ,1985,Fiction," Note: Inserted between pages 40 and 41 was a calling card with “Reb McMichael” embossed in black all caps at center and at bottom proper left corner “Jackson, Mississippi” printed possibly embossed in black italics. Reverse of the calling card is plain.",Mississippi Department of Archives and History,W2005.1.2930,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2933,welty.jpeg,A Penknife in My Heart,Nicholas Blake, ,1980,Fiction, Note: Page 8 is folded dog-ear style.,Mississippi Department of Archives and History,W2005.1.2931,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2934,welty.jpeg,Smokescreen,Dick Francis, ,1973,Fiction, Note: Water damage.,Mississippi Department of Archives and History,W2005.1.2932,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2935,welty.jpeg,Death at the Bar,Ngaio Marsh, ,"1980, c1940",Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2933,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2936,welty.jpeg,A First Class Murder,Elliott Roosevelt, ,"1993, ©1991",Historical Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2934,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2937,welty.jpeg,Night Walk,Eilzabeth Daly, ,1982,Fiction,Inscribed at top of p. 1 in pencil is “Eudora”. Note: ,Mississippi Department of Archives and History,W2005.1.2935,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2938,welty.jpeg,The Underground Man,Ross Macdonald, ,1972,Fiction,Inscribed on top third of front in blue ink are three mathematical operations: one being a column of three or four figures with the sum being 9500 and the other two appear to be multiplication operations with the products being 30000 and the other illegible. Note: ,Mississippi Department of Archives and History,W2005.1.2936,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2939,welty.jpeg,Death of a Dude,Rex Stout, ,1984,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2937,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2940,welty.jpeg,Death's Bright Dart,V.C. Clinton-Baddeley, ,1982,Fiction,"Inscribed at top of page 1 in blue ink script: ""Eudora"". Note: ",Mississippi Department of Archives and History,W2005.1.2938,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2941,welty.jpeg,Plot it Yourself,Rex Stout, ,1959,Fiction," Note: Paperback without covers, partial book begins on Chapter 9.  An emery board was found between pages 104 & 105 ",Mississippi Department of Archives and History,W2005.1.2939,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2942,welty.jpeg,The Dirty Duck,Martha Grimes, ,1985,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2940,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2943,welty.jpeg,Murder in the Oval Office,Elliott Roosevelt, ,"[1990], c1989",Historical Fiction,"“[indecipherable word that appears to be a crossed out word] (/) Charlotte here with (/) 4 in PM” in blue ink and shaky handwriting on page 248. 
“4 PM [indecipherable]” in faint, blue ink on back cover inside white box with bar codes. Note: Bookmark: Inserted between pages 32 and 33 was a torn corner of plain white paper with square holes for spiral binding on one edge.",Mississippi Department of Archives and History,W2005.1.2941,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2944,welty.jpeg,Grave Mistake,Ngaio Marsh, ,"1980, (c)1978",Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2942,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2945,welty.jpeg,The Ampersand Papers,Michael Innes, ,1984,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2943,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2946,welty.jpeg,Jeeves: Joy in the Morning,P.G. Wodehouse, ,1977,Fiction,Inscribed on title page in black ink are an asterisk to the viewer’s right of the title and below the author is “Eudora Welty”. Note: Back cover and last several pages are stained by dark subtsance.,Mississippi Department of Archives and History,W2005.1.2944,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2947,welty.jpeg,Golden Ashes,Freeman Wills Crofts, ,"1965, c.1940",Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2945,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2948,welty.jpeg,Light Thickens,Ngaio Marsh, ,1983,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2946,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2949,welty.jpeg,Maigret in Vichy,Georges Simenon,Eileen Ellenbogen (translator) Ellenbogen,"1970, c1969",Fiction, Note: Tight - as if the book had not been opened wide.,Mississippi Department of Archives and History,W2005.1.2947,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2950,welty.jpeg,At Bertram's Hotel,Agatha Christie, ,1977,Fiction," Note: Bookmark: A yellow heavy-paper book mark was found between pages 90 and 91. “Benjamin Books” is on obverse in bold all caps and through each letter runs a vertical line with a bold horizontal line below the lettering to suggest a bookshelf of books. On reverse is a list of the bookstore’s locations, most of which are in airports and one in the World Trade Center, New York, NYBookmark: A yellow heavy-paper book mark was found between pages 90 and 91. “Benjamin Books” is on obverse in bold all caps and through each letter runs a vertical line with a bold horizontal line below the lettering to suggest a bookshelf of books. On reverse is a list of the bookstore’s locations, most of which are in airports and one in the World Trade Center, New York, NY",Mississippi Department of Archives and History,W2005.1.2948,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2951,welty.jpeg,The Oracle at Stoneleigh Court,Peter Taylor, ,1993,Fiction,"Inscribed on half title page in black ink script: “for / Eudora / with much love / from Eleanor / and Peter / Charlottesville / June 8, 1993”.  Note: Pages are tight as if the book has not been opened. Inserted between pages 14 and 15 was a used facial tissue.",Mississippi Department of Archives and History,W2005.1.2949,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2952,welty.jpeg,Postcards,E. Annie Proulx, ,1993,Fiction, Note: Book is tight as if has not been opened much.,Mississippi Department of Archives and History,W2005.1.2950,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2953,welty.jpeg,Forms of Shelter (Uncorrected Proof),Angela Davis-Gardner, ,1991,Fiction," Note: Inserted between pages 174 and 175 is a self-addressed, stamped postcard to the publisher. The postage is metered from New York, NY with the date June 4, 1991 and the postage amount is 19 cents. The reverse of the postcard is blank.",Mississippi Department of Archives and History,W2005.1.2951,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2954,welty.jpeg,The Way Some People Die,John Ross Macdonald, ,1971,Fiction, Note: Front cover is missing.,Mississippi Department of Archives and History,W2005.1.2952,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2955,welty.jpeg,Death Walks the Woods,Cyril Hare, ,1981,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2953,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2956,welty.jpeg,Poirot Loses a Client,Agatha Christie, ,1980,Fiction, Note: Insert: Found between pages 198 & 199 was a white note measuring H: 2 ½” W: 3 ½” with the following in black ink: “It was wonderful / talking to you. / I love you. / 6/26 Winifred”. Stamped at top of page 1 in purple inked all caps is “Jackson Airport Gift Shop”.,Mississippi Department of Archives and History,W2005.1.2954,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2957,welty.jpeg,Maigret and the Spinster,Georges Simenon,Eileen Ellenbogen (translator) Ellenbogen,1982,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2955,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2958,welty.jpeg,Murder at Midnight,Elliott Roosevelt, ,"1998, c1997",Fiction," Note: Insert: A note found between pages 2 and 3 is an off-white note H: 3” W: 3 ½” with an impression of a paper clip on proper left side and with the following inscription in black ink: “Em & Bill – I love / hearing Eudora Welty / on the cassette, but / loved even more the / memory of hearing her / speak in your living / room, where she gave / even more of herself -- / She’s incomparable / in” and on verso it continues “her rare kind of true / humility, and her / zeal for life is very / special. Who could / know her at all [""at all"" is underlined] / without loving her? / Still have the Keats to read, having enjoyed / the Blake.” The note is signed with what appears to be a heart shape and “H.",Mississippi Department of Archives and History,W2005.1.2956,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2959,welty.jpeg,Folk Music and Modern Sound, ,William; Mary L. Ferris; Hart,1982,Music,"Inscribed in violet ink on bottom half of title page is “For Eudora / With love and gratitude / Bill / Oxford / October 5, 1982”. Note: Based on lectures presented at a conference at the University of Mississippi, Apr. 17-19, 1980. ",Mississippi Department of Archives and History,W2005.1.2957,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2960,welty.jpeg,Le Jardin de Poussière,Staurt Alexander, ,1989,Photography, Note: Inserted between pages 8 and 9 is a typed announcement in French on the publisher’s letterhead stationary dated 20 septembre 1989. Book is mostly in French.,Mississippi Department of Archives and History,W2005.1.2958,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2961,welty.jpeg,"Stories, Issue 14 (1986)", ,Amy R. Kaufman,1986,Periodical,"Inscribed at top of page 1, on which the story “The Walk to Tocapola” by Theron McGregor begins, is “TO: Miss Eudora Welty, / My first publication. I hope you enjoy / the story. / Theron McGregor”. Note: ",Mississippi Department of Archives and History,W2005.1.2959,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2962,welty.jpeg,"Stories, Issue 19 (1988)", ,Amy R. Kaufman,1988,Periodical,"Handwritten on front at bottom proper left corner is “1” in ink. 
Inscribed at top of page 44 on which begins “Tall Cotton” by Theron McGregor, “TO: Miss Welty      12-20-88 / Theron McGregor”. Note: ",Mississippi Department of Archives and History,W2005.1.2960,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2963,welty.jpeg,Scrapbook: Some Family Reminiscences of a Native Nashville Septuagenerian,Emma W. Bragg, ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2961,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2964,welty.jpeg,Lonelyheart 4122,Colin Watson, ,1968,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2962,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2965,welty.jpeg,Death and the Princess,Robert Barnard, ,"1983, c1982",Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2963,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2966,welty.jpeg,Triple Jeopardy,Rex Stout, ,1993,Fiction,Inscribed on the last page which faces the inside of the back cover is “John Ferrone” in ink. It appears to be in Eudora Welty’s hand. Note: ,Mississippi Department of Archives and History,W2005.1.2964,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2967,welty.jpeg,Death and Letters,Elizabeth Daly, ,"1963 , (c)1950",Fiction,Inscribed on top of title page in black ink is “Eudora”. Note: Spine and cover in poor condition.,Mississippi Department of Archives and History,W2005.1.2965,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2968,welty.jpeg,The Old Patagonian Express,Paul Theroux, ,1984,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2966,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2969,welty.jpeg,The Singing Sands,Josephine Tey, ,1965,Fiction,Inscribed at top of page 1 in black ink: “Eudora”. Note: ,Mississippi Department of Archives and History,W2005.1.2967,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2970,welty.jpeg,The Book of the Crime,Elizabeth Daly, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2968,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2971,welty.jpeg,Good and Dead,Jane Langton, ,1989,Fiction,"""Eudora"" Note: ",Mississippi Department of Archives and History,W2005.1.2969,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2972,welty.jpeg,Many Deadly Returns,Patricia Moyes, ,1987,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2970,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2973,welty.jpeg,And Dangerous to Know,Elizabeth Daly, ,1984,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2971,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
